date,score
2020/08/01,-0.010197716798675975
2020/08/02,-0.0077989853031245485
2020/08/03,-0.007337242990214782
2020/08/04,-0.017730166114986744
2020/08/05,-0.016158066380193955
2020/08/06,-0.021598565652103174
2020/08/07,-0.04405174500729184
2020/08/08,-0.05718442813561276
2020/08/09,-0.05502841029817265
2020/08/10,-0.05707689013460471
2020/08/11,-0.05607096819379239
2020/08/12,-0.05681402975692676
2020/08/13,-0.05610352690247878
2020/08/14,-0.05479291443906082
2020/08/15,-0.04951715812953538
2020/08/16,-0.048604099156856914
2020/08/17,-0.048008004231789636
2020/08/18,-0.044459912734817524
2020/08/19,-0.04764061336702044
2020/08/20,-0.05362707416949057
2020/08/21,-0.03562232036629809
2020/08/22,-0.028388123587090273
2020/08/23,-0.010023556439127545
2020/08/24,0.002204852026427128
2020/08/25,0.021232207720015345
2020/08/26,0.03452609988307909
2020/08/27,-0.045095542396352155
2020/08/28,-0.1805707791443251
2020/08/29,-0.23430781826958558
2020/08/30,-0.29109411541610053
2020/08/31,-0.6374765233927342
