date,score
2020/05/01,0.367803741811644
2020/05/04,0.36679544871003766
2020/05/05,0.36998190157533317
2020/05/06,0.3739701410527303
2020/05/07,0.36958629792317654
2020/05/08,0.36275819283473293
2020/05/09,0.3613300906349006
2020/05/10,0.35896206841646716
2020/05/11,0.35534617324763157
2020/05/12,0.35164630061713215
2020/05/13,0.3475989546192997
2020/05/14,0.3492852763772547
2020/05/15,0.3476142543258404
2020/05/16,0.3482870752956482
2020/05/17,0.3487880448110543
2020/05/18,0.35150332290750164
2020/05/19,0.36190434954595274
2020/05/20,0.3665959154584578
2020/05/21,0.37728649705931905
2020/05/22,0.3786673551761943
2020/05/23,0.3742447596121101
2020/05/24,0.37832246228985367
2020/05/25,0.3789082527860848
2020/05/26,0.3463658479109861
2020/05/27,0.29993963293027
2020/05/28,0.26725134427218744
2020/05/29,-0.04940598653620418
2020/05/30,-0.04780763029786597
2020/05/31,-0.0027101447255291236
