date,score
2020/09/01,-0.19215177108468423
2020/09/02,-0.20362714583292651
2020/09/03,-0.23793985582043023
2020/09/04,-0.25599935089572207
2020/09/05,-0.2592077394539391
2020/09/07,-0.2613891643238861
2020/09/08,-0.26725118939973114
2020/09/09,-0.2640862853753717
2020/09/10,-0.25314273511441915
2020/09/11,-0.2469222140665082
2020/09/12,-0.2479014500787975
2020/09/13,-0.24081800514037174
2020/09/14,-0.24296155582241302
2020/09/15,-0.24785409046038243
2020/09/16,-0.2757519915832678
2020/09/17,-0.28138013471546786
2020/09/18,-0.2697688687983941
2020/09/19,-0.2667539442080593
2020/09/20,-0.26436337639137586
2020/09/21,-0.2572436428685861
2020/09/22,-0.1827669841959408
2020/09/23,-0.09805107195864791
2020/09/24,-0.0773684750350914
2020/09/25,-0.06583081919455736
2020/09/26,-0.0581800530468598
2020/09/27,-0.01935701843037903
2020/09/28,0.1645051565116936
2020/09/29,0.19536805505663976
