date,score
2020/01/01,0.14117535108763135
2020/01/02,0.14329782853249007
2020/01/03,0.14330866525073624
2020/01/04,0.1414778339832007
2020/01/05,0.1416232552167951
2020/01/06,0.144346205039856
2020/01/07,0.15207414827677204
2020/01/08,0.1412766014052486
2020/01/09,0.13933818238488177
2020/01/10,0.13998518708099703
2020/01/11,0.13667179009032976
2020/01/12,0.12995009123588022
2020/01/13,0.13035338894267662
2020/01/14,0.13122011514744958
2020/01/15,0.12696319695074879
2020/01/16,0.11395711952199121
2020/01/17,0.09215287637161391
2020/01/18,0.08658737197843087
2020/01/19,0.08052472556247652
2020/01/20,0.06911948946191407
2020/01/21,0.06441496043469133
2020/01/22,0.07093371198520257
2020/01/23,0.060334708878828795
2020/01/24,0.05431947923067661
2020/01/25,0.054577900847787304
2020/01/26,0.051192530859357155
2020/01/27,0.04417568414510774
2020/01/28,0.029860647982838686
2020/01/29,0.02706127400583695
2020/01/30,0.04170028357682708
2020/01/31,0.0508242321276385
