date,score
2020/06/01,0.10347926111917576
2020/06/02,0.10900549191334717
2020/06/03,0.11155864883134203
2020/06/04,0.11670803210982265
2020/06/05,0.11580091552718805
2020/06/06,0.09969479541828968
2020/06/07,0.08732203167924762
2020/06/08,0.06598651419475311
2020/06/09,0.04633565675611714
2020/06/10,0.044809575075770706
2020/06/11,-0.006644098246567039
2020/06/12,-0.055449573393637874
2020/06/13,-0.06066282669172723
2020/06/14,-0.06367389658169276
2020/06/15,-0.07416535623926326
2020/06/16,-0.0690023099259927
2020/06/17,-0.08376529901362417
2020/06/18,-0.06045347215192225
2020/06/19,-0.06803551096266167
2020/06/21,-0.09755297812952544
2020/06/22,-0.11062559394334052
2020/06/23,-0.11069513727938932
2020/06/24,-0.12481272886754835
2020/06/25,-0.10579532992581522
2020/06/26,-0.05042444293081081
2020/06/27,-0.06148663920417648
2020/06/28,-0.09537853562696304
2020/06/29,-0.18213374483987238
2020/06/30,-0.10549326323009883
