date,score
2020/04/01,-0.06279672387385506
2020/04/02,-0.06014903180086105
2020/04/03,-0.06223404285382536
2020/04/04,-0.05925843305060475
2020/04/05,-0.05841742689878425
2020/04/06,-0.05427949909793824
2020/04/07,-0.05254287690405216
2020/04/08,-0.05209485302033713
2020/04/09,-0.05216873599973683
2020/04/10,-0.05807233296933494
2020/04/11,-0.058649550758838195
2020/04/12,-0.060418623986346905
2020/04/13,-0.06614563475058671
2020/04/14,-0.067549931843724
2020/04/15,-0.06714278729945543
2020/04/16,-0.06799282551568017
2020/04/17,-0.07447199401237502
2020/04/18,-0.07441319219587456
2020/04/19,-0.08446464503892921
2020/04/20,-0.10193748260317503
2020/04/21,-0.10885261787586929
2020/04/22,-0.09807119878989438
2020/04/23,-0.09133948406143585
2020/04/24,-0.09019927705058096
2020/04/25,-0.0801628589461878
2020/04/26,-0.08279120963199735
2020/04/27,-0.09881435706070053
2020/04/28,-0.15226410609287572
2020/04/29,-0.10494132115398573
2020/04/30,-0.06454118224707121
