date,score
2020/03/01,-0.1599221570197251
2020/03/02,-0.15858300057541297
2020/03/03,-0.15829455699015735
2020/03/04,-0.16047442390743763
2020/03/05,-0.16639180445154314
2020/03/06,-0.17628674243701536
2020/03/07,-0.18358451542529022
2020/03/08,-0.1823196167927534
2020/03/09,-0.18750086396334306
2020/03/10,-0.18726320501870392
2020/03/11,-0.19535090943256983
2020/03/12,-0.1969232899618541
2020/03/13,-0.18961792087669385
2020/03/14,-0.19541089389923336
2020/03/15,-0.1939263664098589
2020/03/16,-0.2085902888829722
2020/03/17,-0.21162063516728694
2020/03/18,-0.2036342274224505
2020/03/19,-0.1793299398849233
2020/03/20,-0.14840630533009733
2020/03/21,-0.1324881650202796
2020/03/22,-0.14159783374083246
2020/03/23,-0.14222205211434746
2020/03/24,-0.03398052986968899
2020/03/25,-0.008512534450570894
2020/03/26,0.019630324577055314
2020/03/27,0.09511758257977924
2020/03/28,0.1345908971742647
2020/03/29,0.1333051664952087
2020/03/30,0.17659403880545496
2020/03/31,0.6025259450801643
