date,score
2020/03/01,-0.3387399213695699
2020/03/02,-0.3374784947684634
2020/03/03,-0.33419424650760315
2020/03/04,-0.3343800850954637
2020/03/05,-0.36959488543383306
2020/03/06,-0.37773690316336356
2020/03/07,-0.3806709548865117
2020/03/08,-0.3833132133095157
2020/03/09,-0.3878952428400769
2020/03/10,-0.39630611684212036
2020/03/11,-0.40488259457636633
2020/03/12,-0.4073247349433022
2020/03/13,-0.40856812387956853
2020/03/14,-0.4083480263398714
2020/03/15,-0.41181989524259377
2020/03/16,-0.39469625062047947
2020/03/17,-0.39464318185140934
2020/03/18,-0.379511878151684
2020/03/19,-0.3571222250903841
2020/03/20,-0.2875232094955396
2020/03/21,-0.25005120764670086
2020/03/22,-0.24420031244853646
2020/03/23,-0.22556934051984906
2020/03/24,-0.11744124265406765
2020/03/25,-0.07414851230853123
2020/03/26,0.04030287388613701
2020/03/27,0.005362863545345353
2020/03/28,-0.18015502891452317
2020/03/29,-0.2965438216956462
2020/03/30,-0.40500297836462645
2020/03/31,-0.38500644753578883
