date,score
2020/06/01,1.1986190601716684
2020/06/02,1.1840113631432423
2020/06/03,1.1985025728138758
2020/06/04,1.2041372552049885
2020/06/05,1.1931502104408984
2020/06/06,1.194578569477788
2020/06/07,1.19085246809181
2020/06/08,1.2053489279917586
2020/06/09,1.2030553085257598
2020/06/10,1.1887269858841183
2020/06/11,1.193744087359102
2020/06/12,1.193304193295397
2020/06/13,1.2064994691837343
2020/06/14,1.1924336776584956
2020/06/15,1.1854428316331636
2020/06/16,1.1729059229851029
2020/06/17,1.17757367202758
2020/06/18,1.1617789745513492
2020/06/19,1.1561215683849617
2020/06/20,1.1615476247032432
2020/06/21,1.167148070165919
2020/06/22,1.1774242811242837
2020/06/23,1.1458567483853033
2020/06/24,1.1118943991727332
2020/06/25,1.0214008578945433
2020/06/26,0.9415284802730758
2020/06/27,0.8929336549179837
2020/06/28,0.8466581682925772
2020/06/29,0.8649695883846429
2020/06/30,0.8783964198682205
