date,score
2020/08/01,1.3346080775749536
2020/08/02,1.3283295399637738
2020/08/03,1.3016958104494112
2020/08/04,1.273335561648352
2020/08/05,1.2672467491683879
2020/08/06,1.2813555164776063
2020/08/07,1.291223540993966
2020/08/08,1.2722729165603215
2020/08/09,1.254334345436361
2020/08/10,1.243952353543662
2020/08/11,1.2720234524986715
2020/08/12,1.2795647356280526
2020/08/13,1.3108241332653006
2020/08/14,1.306936637666036
2020/08/15,1.3092117705368602
2020/08/16,1.2931341483105914
2020/08/17,1.3079302834361197
2020/08/18,1.3029079962801327
2020/08/19,1.2692145069431227
2020/08/20,1.2765513198473006
2020/08/21,1.2812138273066502
2020/08/22,1.2958688458912406
2020/08/23,1.3095631921004511
2020/08/24,1.263531662321622
2020/08/25,1.2674793568862772
2020/08/26,1.2180308400770052
2020/08/27,1.139143581855354
2020/08/28,1.0731090531229988
2020/08/29,1.0483838681220299
2020/08/30,0.9916476572140764
2020/08/31,0.4250877262649763
