date,score
2020/11/01,1.1812550158698565
2020/11/02,1.158139192035702
2020/11/03,1.1497870326506041
2020/11/04,1.190221782363021
2020/11/05,1.1827118721475198
2020/11/06,1.1579851326991835
2020/11/07,1.1612550506116617
2020/11/08,1.1575230147224707
2020/11/09,1.1319672608075924
2020/11/10,1.0955097105607539
2020/11/11,1.116668216393443
2020/11/12,1.1186286154686178
2020/11/13,1.1282810816663416
2020/11/14,1.1168223939979438
2020/11/15,1.1117495043132781
2020/11/16,1.1002243933354177
2020/11/17,1.1003560114234456
2020/11/18,1.106432800976123
2020/11/19,1.097688732144654
2020/11/20,1.1160576609443649
2020/11/21,1.1169049719222084
2020/11/22,1.1214515046978801
2020/11/23,1.0978463905584068
2020/11/24,1.0639829604963538
2020/11/25,1.0610847907285323
2020/11/26,1.105695556014478
2020/11/27,1.0764727613690668
2020/11/28,1.0360096881820313
2020/11/29,0.9686276027202211
2020/11/30,0.5669246159794585
