date,score
2020/05/01,1.2952560764590737
2020/05/04,1.3007991617389356
2020/05/05,1.302086578132665
2020/05/06,1.2945918332819162
2020/05/07,1.281222543671895
2020/05/08,1.2667533531337276
2020/05/09,1.254254414135443
2020/05/10,1.2535032323984003
2020/05/11,1.2495698141157017
2020/05/12,1.2186703505713845
2020/05/13,1.2026638991565526
2020/05/14,1.2089367869404168
2020/05/15,1.2216942658541463
2020/05/16,1.2249310554791486
2020/05/17,1.2030216275132246
2020/05/18,1.2038647733190349
2020/05/19,1.221871106931011
2020/05/20,1.2174366599825712
2020/05/21,1.1980145141144176
2020/05/22,1.2024072374364614
2020/05/23,1.1733426356067997
2020/05/24,1.1773070727706734
2020/05/25,1.166328788507421
2020/05/26,1.1354388815501502
2020/05/27,1.0255781779428446
2020/05/28,0.9434858637797239
2020/05/29,0.5076851333929121
2020/05/30,0.5155489173915577
2020/05/31,0.4248749709007651
