date,score
2020/05/01,0.3332997284093941
2020/05/04,0.33178969028968586
2020/05/05,0.3294925880173376
2020/05/06,0.33045891592733406
2020/05/07,0.33563689325012086
2020/05/08,0.3362849822457452
2020/05/09,0.33607466630284066
2020/05/10,0.33744551129650824
2020/05/11,0.3357762836699527
2020/05/12,0.3377126139142956
2020/05/13,0.33989402602938457
2020/05/14,0.35320025540021394
2020/05/15,0.3384897158981361
2020/05/16,0.3450452811692207
2020/05/17,0.36103241447241397
2020/05/18,0.37763020865996416
2020/05/19,0.40866237410725187
2020/05/20,0.4136171145790499
2020/05/21,0.4175326230579144
2020/05/22,0.41974714846502587
2020/05/23,0.4240331256377703
2020/05/24,0.42311304908808406
2020/05/25,0.44022966657164025
2020/05/26,0.481258474509509
2020/05/27,0.493215001345659
2020/05/28,0.40204406095512807
2020/05/29,0.028361712956443463
2020/05/30,0.039756632528689495
2020/05/31,0.15571161218780538
