date,score
2020/04/01,2.270629590343816
2020/04/02,2.3004950477898425
2020/04/03,2.2834485108610716
2020/04/04,2.277580623748144
2020/04/05,2.271546951620897
2020/04/06,2.2783145926532953
2020/04/07,2.226192995010031
2020/04/08,2.214697377590992
2020/04/09,2.1960436666456387
2020/04/10,2.1858731648283225
2020/04/11,2.201449895869586
2020/04/12,2.1841174764765516
2020/04/13,2.1743151128229106
2020/04/14,2.146087913691347
2020/04/15,2.099612248692552
2020/04/16,2.0384648606945164
2020/04/17,1.992640760322831
2020/04/18,1.9650844948878061
2020/04/19,1.964294732087297
2020/04/20,1.9372901726989695
2020/04/21,1.9469914808381772
2020/04/22,1.8957517480929746
2020/04/23,1.878499897658666
2020/04/24,1.84829174058722
2020/04/25,1.8209388189809006
2020/04/26,1.8331215640360705
2020/04/27,1.9851545133942077
2020/04/28,2.1570118576020443
2020/04/29,2.2974173967198297
2020/04/30,1.5297599660078924
