date,score
2020/09/01,2.167527343151403
2020/09/02,2.149408629720463
2020/09/03,2.1474623057430464
2020/09/04,2.1378821376642816
2020/09/05,2.132978109245124
2020/09/06,2.127978579906802
2020/09/07,2.129559642218003
2020/09/08,2.101131772280005
2020/09/09,2.091401214959443
2020/09/10,2.124625083977778
2020/09/11,2.1369576502872967
2020/09/12,2.1391637225504985
2020/09/13,2.132570717017757
2020/09/14,2.097736670045525
2020/09/15,2.095720077520222
2020/09/16,2.0733702902063236
2020/09/17,2.084333317736591
2020/09/18,2.1236896547517436
2020/09/19,2.1109914429655476
2020/09/20,2.152674377385937
2020/09/21,2.128124006313739
2020/09/22,2.0994311642980135
2020/09/23,2.018308759069742
2020/09/24,2.0616513454727983
2020/09/25,2.13318197065604
2020/09/26,2.1187552383671893
2020/09/27,2.094264433583963
2020/09/28,2.195889378974418
2020/09/29,2.1415446685308943
2020/09/30,1.5895932114532252
