date,score
2020/10/01,2.1378933659224826
2020/10/05,2.1418923565987265
2020/10/06,2.1333163101039205
2020/10/07,2.108706844051748
2020/10/08,2.108762933183941
2020/10/09,2.112564773755925
2020/10/10,2.10630444084512
2020/10/11,2.1029395194344014
2020/10/12,2.078320772780505
2020/10/13,2.0606633345238934
2020/10/14,2.072523404276741
2020/10/15,2.0607706731643987
2020/10/16,2.048469420004656
2020/10/17,2.044064937362837
2020/10/18,2.0453816623187033
2020/10/19,2.04347619249275
2020/10/20,2.0647633197974313
2020/10/21,2.0348651801743176
2020/10/22,1.9995940682733677
2020/10/23,1.9345124101224052
2020/10/24,1.9168097426119177
2020/10/25,1.9143015005380573
2020/10/26,1.8347599547507039
2020/10/27,1.7651117542288934
2020/10/28,1.8014325712501555
2020/10/29,1.5911843161863846
2020/10/30,1.1665956993467221
2020/10/31,0.7024968467340119
